ensembl_gene_id,hgnc_symbol,description,gene_biotype,chromosome_name,start_position,end_position
ENSG00000204842,ATXN2,ataxin 2 [Source:HGNC Symbol;Acc:HGNC:10555],protein_coding,12,111452214,111599676
ENSG00000168488,ATXN2L,ataxin 2-like [Source:HGNC Symbol;Acc:HGNC:31326],protein_coding,16,28823035,28837237
ENSG00000066427,ATXN3,ataxin 3 [Source:HGNC Symbol;Acc:HGNC:7106],protein_coding,14,92038652,92106621
ENSG00000163635,ATXN7,ataxin 7 [Source:HGNC Symbol;Acc:HGNC:10560],protein_coding,3,63864557,64003462
ENSG00000146776,ATXN7L1,ataxin 7-like 1 [Source:HGNC Symbol;Acc:HGNC:22210],protein_coding,7,105605067,105876604
ENSG00000162650,ATXN7L2,ataxin 7-like 2 [Source:HGNC Symbol;Acc:HGNC:28713],protein_coding,1,109483479,109492804
ENSG00000087152,ATXN7L3,ataxin 7-like 3 [Source:HGNC Symbol;Acc:HGNC:25416],protein_coding,17,44191805,44200113
ENSG00000253719,ATXN7L3B,ataxin 7-like 3B [Source:HGNC Symbol;Acc:HGNC:37931],protein_coding,12,74537827,74545430
ENSG00000148090,AUH,AU RNA binding protein/enoyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890],protein_coding,9,91213815,91361913
ENSG00000127423,AUNIP,aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363],protein_coding,1,25831913,25859458
ENSG00000115307,AUP1,ancient ubiquitous protein 1 [Source:HGNC Symbol;Acc:HGNC:891],protein_coding,2,74526645,74529939
ENSG00000087586,AURKA,aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393],protein_coding,20,56369389,56392337
ENSG00000175756,AURKAIP1,aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114],protein_coding,1,1373730,1375495
ENSG00000178999,AURKB,aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390],protein_coding,17,8204733,8210600
ENSG00000105146,AURKC,aurora kinase C [Source:HGNC Symbol;Acc:HGNC:11391],protein_coding,19,57230802,57235548
ENSG00000158321,AUTS2,autism susceptibility candidate 2 [Source:HGNC Symbol;Acc:HGNC:14262],protein_coding,7,69598919,70793068
ENSG00000169857,AVEN,"apoptosis, caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]",protein_coding,15,33866227,34039176
ENSG00000135407,AVIL,advillin [Source:HGNC Symbol;Acc:HGNC:14188],protein_coding,12,57797376,57818704
ENSG00000105778,AVL9,AVL9 homolog (S. cerevisiase) [Source:HGNC Symbol;Acc:HGNC:28994],protein_coding,7,32495426,32588721
ENSG00000101200,AVP,arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894],protein_coding,20,3082556,3084724
ENSG00000119986,AVPI1,arginine vasopressin-induced 1 [Source:HGNC Symbol;Acc:HGNC:30898],protein_coding,10,97677424,97687323
ENSG00000166148,AVPR1A,arginine vasopressin receptor 1A [Source:HGNC Symbol;Acc:HGNC:895],protein_coding,12,63142759,63150942
ENSG00000198049,AVPR1B,arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:HGNC:896],protein_coding,1,206109692,206117699
ENSG00000126895,AVPR2,arginine vasopressin receptor 2 [Source:HGNC Symbol;Acc:HGNC:897],protein_coding,X,153902531,153907166
ENSG00000204195,AWAT1,acyl-CoA wax alcohol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23252],protein_coding,X,70234655,70240627
ENSG00000147160,AWAT2,acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251],protein_coding,X,70040542,70049938
ENSG00000162779,AXDND1,axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564],protein_coding,1,179365720,179554735
ENSG00000103126,AXIN1,axin 1 [Source:HGNC Symbol;Acc:HGNC:903],protein_coding,16,287440,352673
ENSG00000168646,AXIN2,axin 2 [Source:HGNC Symbol;Acc:HGNC:904],protein_coding,17,65528563,65561647
ENSG00000167601,AXL,AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905],protein_coding,19,41219203,41261766
ENSG00000160862,AZGP1,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]",protein_coding,7,99966720,99976157
ENSG00000163512,AZI2,5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002],protein_coding,3,28315003,28349127
ENSG00000155096,AZIN1,antizyme inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:16432],protein_coding,8,102826357,102893864
ENSG00000142920,AZIN2,antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957],protein_coding,1,33081104,33120530
ENSG00000172232,AZU1,azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913],protein_coding,19,825097,832018
ENSG00000166710,B2M,beta-2-microglobulin [Source:HGNC Symbol;Acc:HGNC:914],protein_coding,15,44711477,44718877
ENSG00000169255,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group) [Source:HGNC Symbol;Acc:HGNC:918]",protein_coding,3,161083883,161105384
ENSG00000162885,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]",protein_coding,1,235449923,235504481
ENSG00000172318,B3GALT1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:916]",protein_coding,2,167868948,167874041
ENSG00000162630,B3GALT2,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:917]",protein_coding,1,193179045,193186654
ENSG00000235863,B3GALT4,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:919]",protein_coding,6,33277132,33284832
ENSG00000183778,B3GALT5,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:920]",protein_coding,21,39556442,39673137
ENSG00000176022,B3GALT6,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6 [Source:HGNC Symbol;Acc:HGNC:17978]",protein_coding,1,1232265,1235041
ENSG00000187676,B3GALTL,"beta 1,3-galactosyltransferase-like [Source:HGNC Symbol;Acc:HGNC:20207]",protein_coding,13,31199936,31332276
ENSG00000109956,B3GAT1,"beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]",protein_coding,11,134378504,134411918
ENSG00000112309,B3GAT2,"beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]",protein_coding,6,70856679,70957038
ENSG00000149541,B3GAT3,"beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]",protein_coding,11,62615296,62622175
ENSG00000170340,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]",protein_coding,2,62196113,62224731
ENSG00000179913,B3GNT3,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]",protein_coding,19,17794828,17813082
ENSG00000176383,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]",protein_coding,12,122203543,122208952
ENSG00000176597,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]",protein_coding,3,183253244,183298504
ENSG00000198488,B3GNT6,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:24141]",protein_coding,11,77034398,77041973
ENSG00000156966,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]",protein_coding,2,231395543,231401164
ENSG00000177191,B3GNT8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:24139]",protein_coding,19,41425359,41428730
ENSG00000237172,B3GNT9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]",protein_coding,16,67148105,67151214
ENSG00000175711,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1 [Source:HGNC Symbol;Acc:HGNC:21727]",protein_coding,17,82942155,83051810
ENSG00000135454,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]",protein_coding,12,57623410,57633355
ENSG00000167080,B4GALNT2,"beta-1,4-N-acetyl-galactosaminyl transferase 2 [Source:HGNC Symbol;Acc:HGNC:24136]",protein_coding,17,49132460,49176840
ENSG00000139044,B4GALNT3,"beta-1,4-N-acetyl-galactosaminyl transferase 3 [Source:HGNC Symbol;Acc:HGNC:24137]",protein_coding,12,460364,563509
ENSG00000182272,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]",protein_coding,11,369796,382116
ENSG00000086062,B4GALT1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:924]",protein_coding,9,33104082,33167356
ENSG00000117411,B4GALT2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:925]",protein_coding,1,43978943,43991170
ENSG00000158850,B4GALT3,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:926]",protein_coding,1,161171310,161177968
ENSG00000121578,B4GALT4,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:927]",protein_coding,3,119211732,119241103
ENSG00000158470,B4GALT5,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:928]",protein_coding,20,49632945,49713878
ENSG00000118276,B4GALT6,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6 [Source:HGNC Symbol;Acc:HGNC:929]",protein_coding,18,31622247,31685836
ENSG00000027847,B4GALT7,"xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 [Source:HGNC Symbol;Acc:HGNC:930]",protein_coding,5,177600100,177610347
ENSG00000174684,B4GAT1,"beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]",protein_coding,11,66345372,66347692
ENSG00000108641,B9D1,B9 protein domain 1 [Source:HGNC Symbol;Acc:HGNC:24123],protein_coding,17,19337554,19378182
ENSG00000123810,B9D2,B9 protein domain 2 [Source:HGNC Symbol;Acc:HGNC:28636],protein_coding,19,41354421,41364173
ENSG00000164929,BAALC,"brain and acute leukemia, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:14333]",protein_coding,8,103140710,103230305
ENSG00000136881,BAAT,bile acid CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932],protein_coding,9,101360417,101383519
ENSG00000105393,BABAM1,BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:HGNC:25008],protein_coding,19,17267350,17281249
ENSG00000186318,BACE1,beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:HGNC:933],protein_coding,11,117285207,117316259
ENSG00000182240,BACE2,beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:HGNC:934],protein_coding,21,41167801,41282518
ENSG00000156273,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:935]",protein_coding,21,29194071,29630751
ENSG00000112182,BACH2,"BTB and CNC homology 1, basic leucine zipper transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:14078]",protein_coding,6,89926529,90296908
ENSG00000002330,BAD,BCL2-associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936],protein_coding,11,64269830,64284704
ENSG00000107262,BAG1,BCL2-associated athanogene [Source:HGNC Symbol;Acc:HGNC:937],protein_coding,9,33247820,33264763
ENSG00000112208,BAG2,BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938],protein_coding,6,57172326,57189833
ENSG00000151929,BAG3,BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939],protein_coding,10,119651370,119677819
ENSG00000156735,BAG4,BCL2-associated athanogene 4 [Source:HGNC Symbol;Acc:HGNC:940],protein_coding,8,38176533,38213301
ENSG00000166170,BAG5,BCL2-associated athanogene 5 [Source:HGNC Symbol;Acc:HGNC:941],protein_coding,14,103556544,103562831
ENSG00000204463,BAG6,BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919],protein_coding,6,31639028,31652705
ENSG00000266074,BAHCC1,BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279],protein_coding,17,81395475,81466332
ENSG00000140320,BAHD1,bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153],protein_coding,15,40439721,40468242
ENSG00000175866,BAIAP2,BAI1-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:947],protein_coding,17,81035122,81117432
ENSG00000006453,BAIAP2L1,BAI1-associated protein 2-like 1 [Source:HGNC Symbol;Acc:HGNC:21649],protein_coding,7,98291651,98401068
ENSG00000128298,BAIAP2L2,BAI1-associated protein 2-like 2 [Source:HGNC Symbol;Acc:HGNC:26203],protein_coding,22,38084889,38110670
ENSG00000007516,BAIAP3,BAI1-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948],protein_coding,16,1333601,1349441
ENSG00000030110,BAK1,BCL2-antagonist/killer 1 [Source:HGNC Symbol;Acc:HGNC:949],protein_coding,6,33572547,33580293
ENSG00000095739,BAMBI,BMP and activin membrane-bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251],protein_coding,10,28677342,28682939
ENSG00000175334,BANF1,barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397],protein_coding,11,66002079,66004149
ENSG00000125888,BANF2,barrier to autointegration factor 2 [Source:HGNC Symbol;Acc:HGNC:16172],protein_coding,20,17693672,17735871
ENSG00000153064,BANK1,B-cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233],protein_coding,4,101411286,102074812
ENSG00000172530,BANP,BTG3 associated nuclear protein [Source:HGNC Symbol;Acc:HGNC:13450],protein_coding,16,87949244,88118422
ENSG00000163930,BAP1,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:HGNC Symbol;Acc:HGNC:950],protein_coding,3,52401013,52410350
ENSG00000138376,BARD1,BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952],protein_coding,2,214725646,214809711
ENSG00000125492,BARHL1,BarH-like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:953],protein_coding,9,132582185,132590266
ENSG00000131668,BARX1,BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955],protein_coding,9,93951622,93955372
ENSG00000043039,BARX2,BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956],protein_coding,11,129375940,129452279
ENSG00000176788,BASP1,"brain abundant, membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]",protein_coding,5,17065598,17276843
ENSG00000156127,BATF,"basic leucine zipper transcription factor, ATF-like [Source:HGNC Symbol;Acc:HGNC:958]",protein_coding,14,75522425,75547015
ENSG00000168062,BATF2,"basic leucine zipper transcription factor, ATF-like 2 [Source:HGNC Symbol;Acc:HGNC:25163]",protein_coding,11,64987943,64997045
ENSG00000123685,BATF3,"basic leucine zipper transcription factor, ATF-like 3 [Source:HGNC Symbol;Acc:HGNC:28915]",protein_coding,1,212686418,212699985
ENSG00000087088,BAX,BCL2-associated X protein [Source:HGNC Symbol;Acc:HGNC:959],protein_coding,19,48954815,48961798
ENSG00000198604,BAZ1A,"bromodomain adjacent to zinc finger domain, 1A [Source:HGNC Symbol;Acc:HGNC:960]",protein_coding,14,34752731,34875647
ENSG00000009954,BAZ1B,"bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:HGNC:961]",protein_coding,7,73440398,73522278
ENSG00000076108,BAZ2A,"bromodomain adjacent to zinc finger domain, 2A [Source:HGNC Symbol;Acc:HGNC:962]",protein_coding,12,56595596,56636816
ENSG00000123636,BAZ2B,"bromodomain adjacent to zinc finger domain, 2B [Source:HGNC Symbol;Acc:HGNC:963]",protein_coding,2,159318979,159616692
ENSG00000105327,BBC3,BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868],protein_coding,19,47220822,47232766
ENSG00000214413,BBIP1,BBSome interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:28093],protein_coding,10,110898730,110919274
ENSG00000129151,BBOX1,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:HGNC Symbol;Acc:HGNC:964]",protein_coding,11,27040725,27127809
ENSG00000174483,BBS1,Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:HGNC:966],protein_coding,11,66510606,66533627
ENSG00000179941,BBS10,Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291],protein_coding,12,76344474,76348442
ENSG00000181004,BBS12,Bardet-Biedl syndrome 12 [Source:HGNC Symbol;Acc:HGNC:26648],protein_coding,4,122732702,122744943
ENSG00000125124,BBS2,Bardet-Biedl syndrome 2 [Source:HGNC Symbol;Acc:HGNC:967],protein_coding,16,56466836,56520283
ENSG00000140463,BBS4,Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:HGNC:969],protein_coding,15,72686179,72738476
ENSG00000163093,BBS5,Bardet-Biedl syndrome 5 [Source:HGNC Symbol;Acc:HGNC:970],protein_coding,2,169479178,169506655
ENSG00000138686,BBS7,Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758],protein_coding,4,121824440,121870497
ENSG00000122507,BBS9,Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000],protein_coding,7,33129244,33606068
ENSG00000114439,BBX,bobby sox homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:14422],protein_coding,3,107522936,107811324
ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722],protein_coding,19,44809059,44821420
ENSG00000132692,BCAN,brevican [Source:HGNC Symbol;Acc:HGNC:23059],protein_coding,1,156641390,156659532
ENSG00000075790,BCAP29,B-cell receptor-associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131],protein_coding,7,107579977,107629170
ENSG00000185825,BCAP31,B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695],protein_coding,X,153700497,153724697
ENSG00000050820,BCAR1,breast cancer anti-estrogen resistance 1 [Source:HGNC Symbol;Acc:HGNC:971],protein_coding,16,75228187,75268053
ENSG00000137936,BCAR3,breast cancer anti-estrogen resistance 3 [Source:HGNC Symbol;Acc:HGNC:973],protein_coding,1,93561786,93847150
ENSG00000064787,BCAS1,breast carcinoma amplified sequence 1 [Source:HGNC Symbol;Acc:HGNC:974],protein_coding,20,53936777,54070594
ENSG00000116752,BCAS2,breast carcinoma amplified sequence 2 [Source:HGNC Symbol;Acc:HGNC:975],protein_coding,1,114567557,114581639
ENSG00000141376,BCAS3,breast carcinoma amplified sequence 3 [Source:HGNC Symbol;Acc:HGNC:14347],protein_coding,17,60677453,61392838
ENSG00000124243,BCAS4,breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:HGNC:14367],protein_coding,20,50794894,50882676
ENSG00000060982,BCAT1,"branched chain amino-acid transaminase 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:976]",protein_coding,12,24810022,24949459
ENSG00000105552,BCAT2,"branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:977]",protein_coding,19,48795062,48811029
ENSG00000107949,BCCIP,BRCA2 and CDKN1A interacting protein [Source:HGNC Symbol;Acc:HGNC:978],protein_coding,10,125823546,125853695
ENSG00000186666,BCDIN3D,BCDIN3 domain containing [Source:HGNC Symbol;Acc:HGNC:27050],protein_coding,12,49836039,49843129
ENSG00000114200,BCHE,butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983],protein_coding,3,165772904,165837472
ENSG00000248098,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:986]",protein_coding,19,41397460,41431345
ENSG00000083123,BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:987]",protein_coding,6,80106647,80346270
ENSG00000103507,BCKDK,branched chain ketoacid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902],protein_coding,16,31106107,31112791
ENSG00000142867,BCL10,B-cell CLL/lymphoma 10 [Source:HGNC Symbol;Acc:HGNC:989],protein_coding,1,85266248,85277090
ENSG00000119866,BCL11A,B-cell CLL/lymphoma 11A (zinc finger protein) [Source:HGNC Symbol;Acc:HGNC:13221],protein_coding,2,60451167,60553567
ENSG00000127152,BCL11B,B-cell CLL/lymphoma 11B (zinc finger protein) [Source:HGNC Symbol;Acc:HGNC:13222],protein_coding,14,99169287,99271524
ENSG00000171791,BCL2,B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:HGNC:990],protein_coding,18,63123346,63320128
ENSG00000140379,BCL2A1,BCL2-related protein A1 [Source:HGNC Symbol;Acc:HGNC:991],protein_coding,15,79960889,79971446
ENSG00000171552,BCL2L1,BCL2-like 1 [Source:HGNC Symbol;Acc:HGNC:992],protein_coding,20,31664452,31723989
ENSG00000137875,BCL2L10,BCL2-like 10 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:993],protein_coding,15,52109263,52112775
ENSG00000153094,BCL2L11,BCL2-like 11 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:994],protein_coding,2,111119378,111168447
ENSG00000126453,BCL2L12,BCL2-like 12 (proline rich) [Source:HGNC Symbol;Acc:HGNC:13787],protein_coding,19,49665142,49673916
ENSG00000099968,BCL2L13,BCL2-like 13 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:17164],protein_coding,22,17628855,17730855
ENSG00000121380,BCL2L14,BCL2-like 14 (apoptosis facilitator) [Source:HGNC Symbol;Acc:HGNC:16657],protein_coding,12,12049844,12211084
ENSG00000188761,BCL2L15,BCL2-like 15 [Source:HGNC Symbol;Acc:HGNC:33624],protein_coding,1,113878168,113887547
ENSG00000129473,BCL2L2,BCL2-like 2 [Source:HGNC Symbol;Acc:HGNC:995],protein_coding,14,23298790,23311759
ENSG00000258643,BCL2L2-PABPN1,BCL2L2-PABPN1 readthrough [Source:HGNC Symbol;Acc:HGNC:42959],protein_coding,14,23306835,23325369
ENSG00000069399,BCL3,B-cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998],protein_coding,19,44747705,44760044
ENSG00000113916,BCL6,B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001],protein_coding,3,187721377,187745727
ENSG00000161940,BCL6B,"B-cell CLL/lymphoma 6, member B [Source:HGNC Symbol;Acc:HGNC:1002]",protein_coding,17,7023020,7030290
ENSG00000110987,BCL7A,B-cell CLL/lymphoma 7A [Source:HGNC Symbol;Acc:HGNC:1004],protein_coding,12,122019422,122062044
ENSG00000106635,BCL7B,B-cell CLL/lymphoma 7B [Source:HGNC Symbol;Acc:HGNC:1005],protein_coding,7,73536356,73558002
ENSG00000099385,BCL7C,B-cell CLL/lymphoma 7C [Source:HGNC Symbol;Acc:HGNC:1006],protein_coding,16,30833626,30894960
ENSG00000116128,BCL9,B-cell CLL/lymphoma 9 [Source:HGNC Symbol;Acc:HGNC:1008],protein_coding,1,147541412,147626216
ENSG00000186174,BCL9L,B-cell CLL/lymphoma 9-like [Source:HGNC Symbol;Acc:HGNC:23688],protein_coding,11,118893875,118925608
ENSG00000029363,BCLAF1,BCL2-associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863],protein_coding,6,136256863,136289851
ENSG00000135697,BCO1,beta-carotene oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:13815],protein_coding,16,81238448,81291142
ENSG00000197580,BCO2,beta-carotene oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:18503],protein_coding,11,112175467,112224699
ENSG00000183337,BCOR,BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893],protein_coding,X,40049815,40177329
ENSG00000085185,BCORL1,BCL6 corepressor-like 1 [Source:HGNC Symbol;Acc:HGNC:25657],protein_coding,X,129981107,130058083
ENSG00000186716,BCR,breakpoint cluster region [Source:HGNC Symbol;Acc:HGNC:1014],protein_coding,22,23179704,23318037
ENSG00000074582,BCS1L,BC1 (ubiquinol-cytochrome c reductase) synthesis-like [Source:HGNC Symbol;Acc:HGNC:1020],protein_coding,2,218658764,218663443
ENSG00000161267,BDH1,"3-hydroxybutyrate dehydrogenase, type 1 [Source:HGNC Symbol;Acc:HGNC:1027]",protein_coding,3,197509783,197573323
ENSG00000164039,BDH2,"3-hydroxybutyrate dehydrogenase, type 2 [Source:HGNC Symbol;Acc:HGNC:32389]",protein_coding,4,103079435,103099883
ENSG00000100739,BDKRB1,bradykinin receptor B1 [Source:HGNC Symbol;Acc:HGNC:1029],protein_coding,14,96255824,96268967
ENSG00000168398,BDKRB2,bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030],protein_coding,14,96204679,96244166
ENSG00000176697,BDNF,brain-derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033],protein_coding,11,27654893,27722058
ENSG00000145734,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]",protein_coding,5,71455615,71567820
ENSG00000166546,BEAN1,"brain expressed, associated with NEDD4, 1 [Source:HGNC Symbol;Acc:HGNC:24160]",protein_coding,16,66427297,66493529
ENSG00000126581,BECN1,"beclin 1, autophagy related [Source:HGNC Symbol;Acc:HGNC:1034]",protein_coding,17,42810134,42833350
ENSG00000183092,BEGAIN,brain-enriched guanylate kinase-associated [Source:HGNC Symbol;Acc:HGNC:24163],protein_coding,14,100537149,100587413
ENSG00000177324,BEND2,BEN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28509],protein_coding,X,18162931,18220883
ENSG00000178409,BEND3,BEN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23040],protein_coding,6,107065182,107115269
ENSG00000188848,BEND4,BEN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23815],protein_coding,4,42110938,42152878
ENSG00000162373,BEND5,BEN domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25668],protein_coding,1,48727523,48776969
ENSG00000151917,BEND6,BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871],protein_coding,6,56955126,57027342
ENSG00000165626,BEND7,BEN domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23514],protein_coding,10,13438484,13528974
ENSG00000167995,BEST1,bestrophin 1 [Source:HGNC Symbol;Acc:HGNC:12703],protein_coding,11,61949821,61965515
ENSG00000039987,BEST2,bestrophin 2 [Source:HGNC Symbol;Acc:HGNC:17107],protein_coding,19,12751702,12758458
ENSG00000127325,BEST3,bestrophin 3 [Source:HGNC Symbol;Acc:HGNC:17105],protein_coding,12,69643360,69699476
